state,county,fips,year,office,party,candidate,candidatevotes_sum
New Hampshire,Grafton,33009,2012,President,democrat,Barack Obama,29826
New Hampshire,Grafton,33009,2012,President,republican,Mitt Romney,18208
New Hampshire,Grafton,33009,2016,President,democrat,Hillary Clinton,28510
New Hampshire,Grafton,33009,2016,President,republican,Donald Trump,19010
New Hampshire,Hillsborough,33011,2000,President,democrat,Al Gore,77625
New Hampshire,Hillsborough,33011,2000,President,republican,George W. Bush,80649
New Hampshire,Hillsborough,33011,2004,President,democrat,John Kerry,94121
New Hampshire,Hillsborough,33011,2004,President,republican,George W. Bush,99724
New Hampshire,Hillsborough,33011,2008,President,democrat,Barack Obama,104820
New Hampshire,Hillsborough,33011,2008,President,republican,John McCain,97178
New Hampshire,Hillsborough,33011,2012,President,democrat,Barack Obama,102303
New Hampshire,Hillsborough,33011,2012,President,republican,Mitt Romney,99991
New Hampshire,Hillsborough,33011,2016,President,democrat,Hillary Clinton,99589
New Hampshire,Hillsborough,33011,2016,President,republican,Donald Trump,100013
New Hampshire,Merrimack,33013,2000,President,democrat,Al Gore,30622
New Hampshire,Merrimack,33013,2000,President,republican,George W. Bush,30028
New Hampshire,Merrimack,33013,2004,President,democrat,John Kerry,39975
New Hampshire,Merrimack,33013,2004,President,republican,George W. Bush,36060
New Hampshire,Merrimack,33013,2008,President,democrat,Barack Obama,45078
New Hampshire,Merrimack,33013,2008,President,republican,John McCain,34010
New Hampshire,Merrimack,33013,2012,President,democrat,Barack Obama,44756
New Hampshire,Merrimack,33013,2012,President,republican,Mitt Romney,34524
New Hampshire,Merrimack,33013,2016,President,democrat,Hillary Clinton,40198
New Hampshire,Merrimack,33013,2016,President,republican,Donald Trump,37674
New Hampshire,Rockingham,33015,2000,President,democrat,Al Gore,61628
New Hampshire,Rockingham,33015,2000,President,republican,George W. Bush,65860
New Hampshire,Rockingham,33015,2004,President,democrat,John Kerry,75437
New Hampshire,Rockingham,33015,2004,President,republican,George W. Bush,82069
New Hampshire,Rockingham,33015,2008,President,democrat,Barack Obama,83723
New Hampshire,Rockingham,33015,2008,President,republican,John McCain,81917
New Hampshire,Rockingham,33015,2012,President,democrat,Barack Obama,80142
New Hampshire,Rockingham,33015,2012,President,republican,Mitt Romney,87921
New Hampshire,Rockingham,33015,2016,President,democrat,Hillary Clinton,79994
New Hampshire,Rockingham,33015,2016,President,republican,Donald Trump,90447
New Hampshire,Strafford,33017,2000,President,democrat,Al Gore,25400
New Hampshire,Strafford,33017,2000,President,republican,George W. Bush,21108
New Hampshire,Strafford,33017,2004,President,democrat,John Kerry,32942
New Hampshire,Strafford,33017,2004,President,republican,George W. Bush,25825
New Hampshire,Strafford,33017,2008,President,democrat,Barack Obama,37990
New Hampshire,Strafford,33017,2008,President,republican,John McCain,25021
New Hampshire,Strafford,33017,2012,President,democrat,Barack Obama,36026
New Hampshire,Strafford,33017,2012,President,republican,Mitt Romney,26729
New Hampshire,Strafford,33017,2016,President,democrat,Hillary Clinton,34894
New Hampshire,Strafford,33017,2016,President,republican,Donald Trump,29072
New Hampshire,Sullivan,33019,2000,President,democrat,Al Gore,8224
New Hampshire,Sullivan,33019,2000,President,republican,George W. Bush,9304
New Hampshire,Sullivan,33019,2004,President,democrat,John Kerry,11434
New Hampshire,Sullivan,33019,2004,President,republican,George W. Bush,10142
New Hampshire,Sullivan,33019,2008,President,democrat,Barack Obama,13249
New Hampshire,Sullivan,33019,2008,President,republican,John McCain,9169
New Hampshire,Sullivan,33019,2012,President,democrat,Barack Obama,12166
New Hampshire,Sullivan,33019,2012,President,republican,Mitt Romney,9269
New Hampshire,Sullivan,33019,2016,President,democrat,Hillary Clinton,10210
New Hampshire,Sullivan,33019,2016,President,republican,Donald Trump,10796
New Jersey,Atlantic,34001,2000,President,democrat,Al Gore,52880
New Jersey,Atlantic,34001,2000,President,republican,George W. Bush,35593
New Jersey,Atlantic,34001,2004,President,democrat,John Kerry,55746
New Jersey,Atlantic,34001,2004,President,republican,George W. Bush,49487
New Jersey,Atlantic,34001,2008,President,democrat,Barack Obama,67830
New Jersey,Atlantic,34001,2008,President,republican,John McCain,49902
New Jersey,Atlantic,34001,2012,President,democrat,Barack Obama,65600
New Jersey,Atlantic,34001,2012,President,republican,Mitt Romney,46522
New Jersey,Atlantic,34001,2016,President,democrat,Hillary Clinton,60924
New Jersey,Atlantic,34001,2016,President,republican,Donald Trump,52690
New Jersey,Bergen,34003,2000,President,democrat,Al Gore,202682
New Jersey,Bergen,34003,2000,President,republican,George W. Bush,152731
New Jersey,Bergen,34003,2004,President,democrat,John Kerry,207666
New Jersey,Bergen,34003,2004,President,republican,George W. Bush,189833
New Jersey,Bergen,34003,2008,President,democrat,Barack Obama,225367
New Jersey,Bergen,34003,2008,President,republican,John McCain,186118
New Jersey,Bergen,34003,2012,President,democrat,Barack Obama,212754
New Jersey,Bergen,34003,2012,President,republican,Mitt Romney,169070
New Jersey,Bergen,34003,2016,President,democrat,Hillary Clinton,231211
New Jersey,Bergen,34003,2016,President,republican,Donald Trump,175529
New Jersey,Burlington,34005,2000,President,democrat,Al Gore,99506
New Jersey,Burlington,34005,2000,President,republican,George W. Bush,72254
New Jersey,Burlington,34005,2004,President,democrat,John Kerry,110411
New Jersey,Burlington,34005,2004,President,republican,George W. Bush,95936
New Jersey,Burlington,34005,2008,President,democrat,Barack Obama,131219
New Jersey,Burlington,34005,2008,President,republican,John McCain,89626
New Jersey,Burlington,34005,2012,President,democrat,Barack Obama,126377
New Jersey,Burlington,34005,2012,President,republican,Mitt Romney,87401
New Jersey,Burlington,34005,2016,President,democrat,Hillary Clinton,121725
New Jersey,Burlington,34005,2016,President,republican,Donald Trump,89272
New Jersey,Camden,34007,2000,President,democrat,Al Gore,127166
New Jersey,Camden,34007,2000,President,republican,George W. Bush,62464
New Jersey,Camden,34007,2004,President,democrat,John Kerry,137765
New Jersey,Camden,34007,2004,President,republican,George W. Bush,81427
New Jersey,Camden,34007,2008,President,democrat,Barack Obama,159259
New Jersey,Camden,34007,2008,President,republican,John McCain,73819
New Jersey,Camden,34007,2012,President,democrat,Barack Obama,153682
New Jersey,Camden,34007,2012,President,republican,Mitt Romney,69476
New Jersey,Camden,34007,2016,President,democrat,Hillary Clinton,146717
New Jersey,Camden,34007,2016,President,republican,Donald Trump,72631
New Jersey,Cape May,34009,2000,President,democrat,Al Gore,22189
New Jersey,Cape May,34009,2000,President,republican,George W. Bush,23794
New Jersey,Cape May,34009,2004,President,democrat,John Kerry,21475
New Jersey,Cape May,34009,2004,President,republican,George W. Bush,28832
New Jersey,Cape May,34009,2008,President,democrat,Barack Obama,22893
New Jersey,Cape May,34009,2008,President,republican,John McCain,27288
New Jersey,Cape May,34009,2012,President,democrat,Barack Obama,21657
New Jersey,Cape May,34009,2012,President,republican,Mitt Romney,25781
New Jersey,Cape May,34009,2016,President,democrat,Hillary Clinton,18750
New Jersey,Cape May,34009,2016,President,republican,Donald Trump,28446
New Jersey,Cumberland,34011,2000,President,democrat,Al Gore,28188
New Jersey,Cumberland,34011,2000,President,republican,George W. Bush,18882
New Jersey,Cumberland,34011,2004,President,democrat,John Kerry,27875
New Jersey,Cumberland,34011,2004,President,republican,George W. Bush,24362
New Jersey,Cumberland,34011,2008,President,democrat,Barack Obama,34919
New Jersey,Cumberland,34011,2008,President,republican,John McCain,22360
New Jersey,Cumberland,34011,2012,President,democrat,Barack Obama,34055
New Jersey,Cumberland,34011,2012,President,republican,Mitt Romney,20658
New Jersey,Cumberland,34011,2016,President,democrat,Hillary Clinton,27771
New Jersey,Cumberland,34011,2016,President,republican,Donald Trump,24453
New Jersey,Essex,34013,2000,President,democrat,Al Gore,185505
New Jersey,Essex,34013,2000,President,republican,George W. Bush,66842
New Jersey,Essex,34013,2004,President,democrat,John Kerry,203681
New Jersey,Essex,34013,2004,President,republican,George W. Bush,83374
New Jersey,Essex,34013,2008,President,democrat,Barack Obama,240306
New Jersey,Essex,34013,2008,President,republican,John McCain,74063
New Jersey,Essex,34013,2012,President,democrat,Barack Obama,236618
New Jersey,Essex,34013,2012,President,republican,Mitt Romney,64406
New Jersey,Essex,34013,2016,President,democrat,Hillary Clinton,240837
New Jersey,Essex,34013,2016,President,republican,Donald Trump,63176
New Jersey,Gloucester,34015,2000,President,democrat,Al Gore,61095
New Jersey,Gloucester,34015,2000,President,republican,George W. Bush,42315
New Jersey,Gloucester,34015,2004,President,democrat,John Kerry,66835
New Jersey,Gloucester,34015,2004,President,republican,George W. Bush,60033
New Jersey,Gloucester,34015,2008,President,democrat,Barack Obama,77267
New Jersey,Gloucester,34015,2008,President,republican,John McCain,60315
New Jersey,Gloucester,34015,2012,President,democrat,Barack Obama,74013
New Jersey,Gloucester,34015,2012,President,republican,Mitt Romney,59456
New Jersey,Gloucester,34015,2016,President,democrat,Hillary Clinton,66870
New Jersey,Gloucester,34015,2016,President,republican,Donald Trump,67544
New Jersey,Hudson,34017,2000,President,democrat,Al Gore,118206
New Jersey,Hudson,34017,2000,President,republican,George W. Bush,43804
New Jersey,Hudson,34017,2004,President,democrat,John Kerry,127447
New Jersey,Hudson,34017,2004,President,republican,George W. Bush,60646
New Jersey,Hudson,34017,2008,President,democrat,Barack Obama,154140
New Jersey,Hudson,34017,2008,President,republican,John McCain,55360
New Jersey,Hudson,34017,2012,President,democrat,Barack Obama,153108
New Jersey,Hudson,34017,2012,President,republican,Mitt Romney,42369
New Jersey,Hudson,34017,2016,President,democrat,Hillary Clinton,163917
New Jersey,Hudson,34017,2016,President,republican,Donald Trump,49043
New Jersey,Hunterdon,34019,2000,President,democrat,Al Gore,21387
New Jersey,Hunterdon,34019,2000,President,republican,George W. Bush,32210
New Jersey,Hunterdon,34019,2004,President,democrat,John Kerry,26050
New Jersey,Hunterdon,34019,2004,President,republican,George W. Bush,39888
New Jersey,Hunterdon,34019,2008,President,democrat,Barack Obama,29776
New Jersey,Hunterdon,34019,2008,President,republican,John McCain,39092
New Jersey,Hunterdon,34019,2012,President,democrat,Barack Obama,26876
New Jersey,Hunterdon,34019,2012,President,republican,Mitt Romney,38687
New Jersey,Hunterdon,34019,2016,President,democrat,Hillary Clinton,28898
New Jersey,Hunterdon,34019,2016,President,republican,Donald Trump,38712
New Jersey,Mercer,34021,2000,President,democrat,Al Gore,83256
New Jersey,Mercer,34021,2000,President,republican,George W. Bush,46670
New Jersey,Mercer,34021,2004,President,democrat,John Kerry,91580
New Jersey,Mercer,34021,2004,President,republican,George W. Bush,56604
New Jersey,Mercer,34021,2008,President,democrat,Barack Obama,107926
New Jersey,Mercer,34021,2008,President,republican,John McCain,50223
New Jersey,Mercer,34021,2012,President,democrat,Barack Obama,104377
New Jersey,Mercer,34021,2012,President,republican,Mitt Romney,47355
New Jersey,Mercer,34021,2016,President,democrat,Hillary Clinton,104775
New Jersey,Mercer,34021,2016,President,republican,Donald Trump,46193
New Jersey,Middlesex,34023,2000,President,democrat,Al Gore,154998
New Jersey,Middlesex,34023,2000,President,republican,George W. Bush,93545
New Jersey,Middlesex,34023,2004,President,democrat,John Kerry,166628
New Jersey,Middlesex,34023,2004,President,republican,George W. Bush,126492
New Jersey,Middlesex,34023,2008,President,democrat,Barack Obama,193812
New Jersey,Middlesex,34023,2008,President,republican,John McCain,123695
New Jersey,Middlesex,34023,2012,President,democrat,Barack Obama,190555
New Jersey,Middlesex,34023,2012,President,republican,Mitt Romney,107310
New Jersey,Middlesex,34023,2016,President,democrat,Hillary Clinton,193044
New Jersey,Middlesex,34023,2016,President,republican,Donald Trump,122953
New Jersey,Monmouth,34025,2000,President,democrat,Al Gore,131476
New Jersey,Monmouth,34025,2000,President,republican,George W. Bush,119291
New Jersey,Monmouth,34025,2004,President,democrat,John Kerry,133773
New Jersey,Monmouth,34025,2004,President,republican,George W. Bush,163650
New Jersey,Monmouth,34025,2008,President,democrat,Barack Obama,148737
New Jersey,Monmouth,34025,2008,President,republican,John McCain,160433
New Jersey,Monmouth,34025,2012,President,democrat,Barack Obama,133145
New Jersey,Monmouth,34025,2012,President,republican,Mitt Romney,147513
New Jersey,Monmouth,34025,2016,President,democrat,Hillary Clinton,137181
New Jersey,Monmouth,34025,2016,President,republican,Donald Trump,166723
New Jersey,Morris,34027,2000,President,democrat,Al Gore,88039
New Jersey,Morris,34027,2000,President,republican,George W. Bush,111066
New Jersey,Morris,34027,2004,President,democrat,John Kerry,98066
New Jersey,Morris,34027,2004,President,republican,George W. Bush,135241
New Jersey,Morris,34027,2008,President,democrat,Barack Obama,112275
New Jersey,Morris,34027,2008,President,republican,John McCain,132331
New Jersey,Morris,34027,2012,President,democrat,Barack Obama,100146
New Jersey,Morris,34027,2012,President,republican,Mitt Romney,124947
New Jersey,Morris,34027,2016,President,democrat,Hillary Clinton,115249
New Jersey,Morris,34027,2016,President,republican,Donald Trump,126071
New Jersey,Ocean,34029,2000,President,democrat,Al Gore,102104
New Jersey,Ocean,34029,2000,President,republican,George W. Bush,105684
New Jersey,Ocean,34029,2004,President,democrat,John Kerry,99839
New Jersey,Ocean,34029,2004,President,republican,George W. Bush,152204
New Jersey,Ocean,34029,2008,President,democrat,Barack Obama,110189
New Jersey,Ocean,34029,2008,President,republican,John McCain,160677
New Jersey,Ocean,34029,2012,President,democrat,Barack Obama,102300
New Jersey,Ocean,34029,2012,President,republican,Mitt Romney,146474
New Jersey,Ocean,34029,2016,President,democrat,Hillary Clinton,87150
New Jersey,Ocean,34029,2016,President,republican,Donald Trump,179079
New Jersey,Passaic,34031,2000,President,democrat,Al Gore,90324
New Jersey,Passaic,34031,2000,President,republican,George W. Bush,61043
New Jersey,Passaic,34031,2004,President,democrat,John Kerry,94962
New Jersey,Passaic,34031,2004,President,republican,George W. Bush,75200
New Jersey,Passaic,34031,2008,President,democrat,Barack Obama,113257
New Jersey,Passaic,34031,2008,President,republican,John McCain,72552
New Jersey,Passaic,34031,2012,President,democrat,Barack Obama,115926
New Jersey,Passaic,34031,2012,President,republican,Mitt Romney,64523
New Jersey,Passaic,34031,2016,President,democrat,Hillary Clinton,116759
New Jersey,Passaic,34031,2016,President,republican,Donald Trump,72902
New Jersey,Salem,34033,2000,President,democrat,Al Gore,13718
New Jersey,Salem,34033,2000,President,republican,George W. Bush,12257
New Jersey,Salem,34033,2004,President,democrat,John Kerry,13749
New Jersey,Salem,34033,2004,President,republican,George W. Bush,15721
New Jersey,Salem,34033,2008,President,democrat,Barack Obama,16044
New Jersey,Salem,34033,2008,President,republican,John McCain,14816
New Jersey,Salem,34033,2012,President,democrat,Barack Obama,14719
New Jersey,Salem,34033,2012,President,republican,Mitt Romney,14334
New Jersey,Salem,34033,2016,President,democrat,Hillary Clinton,11904
New Jersey,Salem,34033,2016,President,republican,Donald Trump,16381
New Jersey,Somerset,34035,2000,President,democrat,Al Gore,56232
New Jersey,Somerset,34035,2000,President,republican,George W. Bush,59725
New Jersey,Somerset,34035,2004,President,democrat,John Kerry,66476
New Jersey,Somerset,34035,2004,President,republican,George W. Bush,72508
New Jersey,Somerset,34035,2008,President,democrat,Barack Obama,79321
New Jersey,Somerset,34035,2008,President,republican,John McCain,70085
New Jersey,Somerset,34035,2012,President,democrat,Barack Obama,74592
