state,county,fips,year,office,party,candidate,candidatevotes_sum
Nebraska,Platte,31141,2012,President,democrat,Barack Obama,3148
Nebraska,Platte,31141,2012,President,republican,Mitt Romney,10061
Nebraska,Platte,31141,2016,President,democrat,Hillary Clinton,2646
Nebraska,Platte,31141,2016,President,republican,Donald Trump,10965
Nebraska,Polk,31143,2000,President,democrat,Al Gore,610
Nebraska,Polk,31143,2000,President,republican,George W. Bush,1925
Nebraska,Polk,31143,2004,President,democrat,John Kerry,549
Nebraska,Polk,31143,2004,President,republican,George W. Bush,2146
Nebraska,Polk,31143,2008,President,democrat,Barack Obama,668
Nebraska,Polk,31143,2008,President,republican,John McCain,1822
Nebraska,Polk,31143,2012,President,democrat,Barack Obama,528
Nebraska,Polk,31143,2012,President,republican,Mitt Romney,1890
Nebraska,Polk,31143,2016,President,democrat,Hillary Clinton,413
Nebraska,Polk,31143,2016,President,republican,Donald Trump,2028
Nebraska,Red Willow,31145,2000,President,democrat,Al Gore,1188
Nebraska,Red Willow,31145,2000,President,republican,George W. Bush,3680
Nebraska,Red Willow,31145,2004,President,democrat,John Kerry,1055
Nebraska,Red Willow,31145,2004,President,republican,George W. Bush,4129
Nebraska,Red Willow,31145,2008,President,democrat,Barack Obama,1216
Nebraska,Red Willow,31145,2008,President,republican,John McCain,3735
Nebraska,Red Willow,31145,2012,President,democrat,Barack Obama,952
Nebraska,Red Willow,31145,2012,President,republican,Mitt Romney,3891
Nebraska,Red Willow,31145,2016,President,democrat,Hillary Clinton,645
Nebraska,Red Willow,31145,2016,President,republican,Donald Trump,4258
Nebraska,Richardson,31147,2000,President,democrat,Al Gore,1382
Nebraska,Richardson,31147,2000,President,republican,George W. Bush,2623
Nebraska,Richardson,31147,2004,President,democrat,John Kerry,1297
Nebraska,Richardson,31147,2004,President,republican,George W. Bush,2924
Nebraska,Richardson,31147,2008,President,democrat,Barack Obama,1513
Nebraska,Richardson,31147,2008,President,republican,John McCain,2342
Nebraska,Richardson,31147,2012,President,democrat,Barack Obama,1191
Nebraska,Richardson,31147,2012,President,republican,Mitt Romney,2443
Nebraska,Richardson,31147,2016,President,democrat,Hillary Clinton,818
Nebraska,Richardson,31147,2016,President,republican,Donald Trump,2769
Nebraska,Rock,31149,2000,President,democrat,Al Gore,141
Nebraska,Rock,31149,2000,President,republican,George W. Bush,725
Nebraska,Rock,31149,2004,President,democrat,John Kerry,130
Nebraska,Rock,31149,2004,President,republican,George W. Bush,740
Nebraska,Rock,31149,2008,President,democrat,Barack Obama,139
Nebraska,Rock,31149,2008,President,republican,John McCain,640
Nebraska,Rock,31149,2012,President,democrat,Barack Obama,103
Nebraska,Rock,31149,2012,President,republican,Mitt Romney,672
Nebraska,Rock,31149,2016,President,democrat,Hillary Clinton,70
Nebraska,Rock,31149,2016,President,republican,Donald Trump,687
Nebraska,Saline,31151,2000,President,democrat,Al Gore,2321
Nebraska,Saline,31151,2000,President,republican,George W. Bush,2581
Nebraska,Saline,31151,2004,President,democrat,John Kerry,2420
Nebraska,Saline,31151,2004,President,republican,George W. Bush,3071
Nebraska,Saline,31151,2008,President,democrat,Barack Obama,2674
Nebraska,Saline,31151,2008,President,republican,John McCain,2434
Nebraska,Saline,31151,2012,President,democrat,Barack Obama,2289
Nebraska,Saline,31151,2012,President,republican,Mitt Romney,2557
Nebraska,Saline,31151,2016,President,democrat,Hillary Clinton,1733
Nebraska,Saline,31151,2016,President,republican,Donald Trump,3004
Nebraska,Sarpy,31153,2000,President,democrat,Al Gore,14637
Nebraska,Sarpy,31153,2000,President,republican,George W. Bush,28979
Nebraska,Sarpy,31153,2004,President,democrat,John Kerry,17455
Nebraska,Sarpy,31153,2004,President,republican,George W. Bush,40163
Nebraska,Sarpy,31153,2008,President,democrat,Barack Obama,28010
Nebraska,Sarpy,31153,2008,President,republican,John McCain,38816
Nebraska,Sarpy,31153,2012,President,democrat,Barack Obama,26671
Nebraska,Sarpy,31153,2012,President,republican,Mitt Romney,43213
Nebraska,Sarpy,31153,2016,President,democrat,Hillary Clinton,28033
Nebraska,Sarpy,31153,2016,President,republican,Donald Trump,45143
Nebraska,Saunders,31155,2000,President,democrat,Al Gore,2852
Nebraska,Saunders,31155,2000,President,republican,George W. Bush,5688
Nebraska,Saunders,31155,2004,President,democrat,John Kerry,2884
Nebraska,Saunders,31155,2004,President,republican,George W. Bush,6441
Nebraska,Saunders,31155,2008,President,democrat,Barack Obama,3767
Nebraska,Saunders,31155,2008,President,republican,John McCain,6188
Nebraska,Saunders,31155,2012,President,democrat,Barack Obama,3307
Nebraska,Saunders,31155,2012,President,republican,Mitt Romney,6770
Nebraska,Saunders,31155,2016,President,democrat,Hillary Clinton,2523
Nebraska,Saunders,31155,2016,President,republican,Donald Trump,7555
Nebraska,Scotts Bluff,31157,2000,President,democrat,Al Gore,3937
Nebraska,Scotts Bluff,31157,2000,President,republican,George W. Bush,9397
Nebraska,Scotts Bluff,31157,2004,President,democrat,John Kerry,3843
Nebraska,Scotts Bluff,31157,2004,President,republican,George W. Bush,10378
Nebraska,Scotts Bluff,31157,2008,President,democrat,Barack Obama,4745
Nebraska,Scotts Bluff,31157,2008,President,republican,John McCain,9708
Nebraska,Scotts Bluff,31157,2012,President,democrat,Barack Obama,4327
Nebraska,Scotts Bluff,31157,2012,President,republican,Mitt Romney,9648
Nebraska,Scotts Bluff,31157,2016,President,democrat,Hillary Clinton,3207
Nebraska,Scotts Bluff,31157,2016,President,republican,Donald Trump,10076
Nebraska,Seward,31159,2000,President,democrat,Al Gore,2250
Nebraska,Seward,31159,2000,President,republican,George W. Bush,4457
Nebraska,Seward,31159,2004,President,democrat,John Kerry,2114
Nebraska,Seward,31159,2004,President,republican,George W. Bush,5353
Nebraska,Seward,31159,2008,President,democrat,Barack Obama,2703
Nebraska,Seward,31159,2008,President,republican,John McCain,4647
Nebraska,Seward,31159,2012,President,democrat,Barack Obama,2386
Nebraska,Seward,31159,2012,President,republican,Mitt Romney,5003
Nebraska,Seward,31159,2016,President,democrat,Hillary Clinton,1875
Nebraska,Seward,31159,2016,President,republican,Donald Trump,5454
Nebraska,Sheridan,31161,2000,President,democrat,Al Gore,392
Nebraska,Sheridan,31161,2000,President,republican,George W. Bush,2105
Nebraska,Sheridan,31161,2004,President,democrat,John Kerry,430
Nebraska,Sheridan,31161,2004,President,republican,George W. Bush,2136
Nebraska,Sheridan,31161,2008,President,democrat,Barack Obama,454
Nebraska,Sheridan,31161,2008,President,republican,John McCain,1941
Nebraska,Sheridan,31161,2012,President,democrat,Barack Obama,390
Nebraska,Sheridan,31161,2012,President,republican,Mitt Romney,2021
Nebraska,Sheridan,31161,2016,President,democrat,Hillary Clinton,287
Nebraska,Sheridan,31161,2016,President,republican,Donald Trump,2211
Nebraska,Sherman,31163,2000,President,democrat,Al Gore,564
Nebraska,Sherman,31163,2000,President,republican,George W. Bush,1072
Nebraska,Sherman,31163,2004,President,democrat,John Kerry,541
Nebraska,Sherman,31163,2004,President,republican,George W. Bush,1072
Nebraska,Sherman,31163,2008,President,democrat,Barack Obama,585
Nebraska,Sherman,31163,2008,President,republican,John McCain,950
Nebraska,Sherman,31163,2012,President,democrat,Barack Obama,552
Nebraska,Sherman,31163,2012,President,republican,Mitt Romney,927
Nebraska,Sherman,31163,2016,President,democrat,Hillary Clinton,340
Nebraska,Sherman,31163,2016,President,republican,Donald Trump,1150
Nebraska,Sioux,31165,2000,President,democrat,Al Gore,98
Nebraska,Sioux,31165,2000,President,republican,George W. Bush,629
Nebraska,Sioux,31165,2004,President,democrat,John Kerry,123
Nebraska,Sioux,31165,2004,President,republican,George W. Bush,677
Nebraska,Sioux,31165,2008,President,democrat,Barack Obama,117
Nebraska,Sioux,31165,2008,President,republican,John McCain,603
Nebraska,Sioux,31165,2012,President,democrat,Barack Obama,101
Nebraska,Sioux,31165,2012,President,republican,Mitt Romney,624
Nebraska,Sioux,31165,2016,President,democrat,Hillary Clinton,81
Nebraska,Sioux,31165,2016,President,republican,Donald Trump,616
Nebraska,Stanton,31167,2000,President,democrat,Al Gore,500
Nebraska,Stanton,31167,2000,President,republican,George W. Bush,1895
Nebraska,Stanton,31167,2004,President,democrat,John Kerry,559
Nebraska,Stanton,31167,2004,President,republican,George W. Bush,2159
Nebraska,Stanton,31167,2008,President,democrat,Barack Obama,664
Nebraska,Stanton,31167,2008,President,republican,John McCain,1781
Nebraska,Stanton,31167,2012,President,democrat,Barack Obama,614
Nebraska,Stanton,31167,2012,President,republican,Mitt Romney,1949
Nebraska,Stanton,31167,2016,President,democrat,Hillary Clinton,417
Nebraska,Stanton,31167,2016,President,republican,Donald Trump,2187
Nebraska,Thayer,31169,2000,President,democrat,Al Gore,821
Nebraska,Thayer,31169,2000,President,republican,George W. Bush,2096
Nebraska,Thayer,31169,2004,President,democrat,John Kerry,764
Nebraska,Thayer,31169,2004,President,republican,George W. Bush,2075
Nebraska,Thayer,31169,2008,President,democrat,Barack Obama,860
Nebraska,Thayer,31169,2008,President,republican,John McCain,1749
Nebraska,Thayer,31169,2012,President,democrat,Barack Obama,728
Nebraska,Thayer,31169,2012,President,republican,Mitt Romney,1874
Nebraska,Thayer,31169,2016,President,democrat,Hillary Clinton,499
Nebraska,Thayer,31169,2016,President,republican,Donald Trump,2051
Nebraska,Thomas,31171,2000,President,democrat,Al Gore,55
Nebraska,Thomas,31171,2000,President,republican,George W. Bush,329
Nebraska,Thomas,31171,2004,President,democrat,John Kerry,60
Nebraska,Thomas,31171,2004,President,republican,George W. Bush,378
Nebraska,Thomas,31171,2008,President,democrat,Barack Obama,51
Nebraska,Thomas,31171,2008,President,republican,John McCain,331
Nebraska,Thomas,31171,2012,President,democrat,Barack Obama,42
Nebraska,Thomas,31171,2012,President,republican,Mitt Romney,360
Nebraska,Thomas,31171,2016,President,democrat,Hillary Clinton,30
Nebraska,Thomas,31171,2016,President,republican,Donald Trump,344
Nebraska,Thurston,31173,2000,President,democrat,Al Gore,924
Nebraska,Thurston,31173,2000,President,republican,George W. Bush,1040
Nebraska,Thurston,31173,2004,President,democrat,John Kerry,1212
Nebraska,Thurston,31173,2004,President,republican,George W. Bush,1154
Nebraska,Thurston,31173,2008,President,democrat,Barack Obama,1120
Nebraska,Thurston,31173,2008,President,republican,John McCain,972
Nebraska,Thurston,31173,2012,President,democrat,Barack Obama,1247
Nebraska,Thurston,31173,2012,President,republican,Mitt Romney,939
Nebraska,Thurston,31173,2016,President,democrat,Hillary Clinton,919
Nebraska,Thurston,31173,2016,President,republican,Donald Trump,1043
Nebraska,Valley,31175,2000,President,democrat,Al Gore,583
Nebraska,Valley,31175,2000,President,republican,George W. Bush,1610
Nebraska,Valley,31175,2004,President,democrat,John Kerry,564
Nebraska,Valley,31175,2004,President,republican,George W. Bush,1801
Nebraska,Valley,31175,2008,President,democrat,Barack Obama,706
Nebraska,Valley,31175,2008,President,republican,John McCain,1657
Nebraska,Valley,31175,2012,President,democrat,Barack Obama,498
Nebraska,Valley,31175,2012,President,republican,Mitt Romney,1657
Nebraska,Valley,31175,2016,President,democrat,Hillary Clinton,339
Nebraska,Valley,31175,2016,President,republican,Donald Trump,1780
Nebraska,Washington,31177,2000,President,democrat,Al Gore,2550
Nebraska,Washington,31177,2000,President,republican,George W. Bush,5758
Nebraska,Washington,31177,2004,President,democrat,John Kerry,2754
Nebraska,Washington,31177,2004,President,republican,George W. Bush,7083
Nebraska,Washington,31177,2008,President,democrat,Barack Obama,3711
Nebraska,Washington,31177,2008,President,republican,John McCain,6425
Nebraska,Washington,31177,2012,President,democrat,Barack Obama,3132
Nebraska,Washington,31177,2012,President,republican,Mitt Romney,6899
Nebraska,Washington,31177,2016,President,democrat,Hillary Clinton,2623
Nebraska,Washington,31177,2016,President,republican,Donald Trump,7424
Nebraska,Wayne,31179,2000,President,democrat,Al Gore,1001
Nebraska,Wayne,31179,2000,President,republican,George W. Bush,2774
Nebraska,Wayne,31179,2004,President,democrat,John Kerry,1059
Nebraska,Wayne,31179,2004,President,republican,George W. Bush,2971
Nebraska,Wayne,31179,2008,President,democrat,Barack Obama,1249
Nebraska,Wayne,31179,2008,President,republican,John McCain,2503
Nebraska,Wayne,31179,2012,President,democrat,Barack Obama,1074
Nebraska,Wayne,31179,2012,President,republican,Mitt Romney,2493
Nebraska,Wayne,31179,2016,President,democrat,Hillary Clinton,835
Nebraska,Wayne,31179,2016,President,republican,Donald Trump,2693
Nebraska,Webster,31181,2000,President,democrat,Al Gore,584
Nebraska,Webster,31181,2000,President,republican,George W. Bush,1302
Nebraska,Webster,31181,2004,President,democrat,John Kerry,557
Nebraska,Webster,31181,2004,President,republican,George W. Bush,1403
Nebraska,Webster,31181,2008,President,democrat,Barack Obama,552
Nebraska,Webster,31181,2008,President,republican,John McCain,1233
Nebraska,Webster,31181,2012,President,democrat,Barack Obama,442
Nebraska,Webster,31181,2012,President,republican,Mitt Romney,1258
Nebraska,Webster,31181,2016,President,democrat,Hillary Clinton,306
Nebraska,Webster,31181,2016,President,republican,Donald Trump,1330
Nebraska,Wheeler,31183,2000,President,democrat,Al Gore,85
Nebraska,Wheeler,31183,2000,President,republican,George W. Bush,351
Nebraska,Wheeler,31183,2004,President,democrat,John Kerry,81
Nebraska,Wheeler,31183,2004,President,republican,George W. Bush,366
Nebraska,Wheeler,31183,2008,President,democrat,Barack Obama,96
Nebraska,Wheeler,31183,2008,President,republican,John McCain,334
Nebraska,Wheeler,31183,2012,President,democrat,Barack Obama,93
Nebraska,Wheeler,31183,2012,President,republican,Mitt Romney,345
Nebraska,Wheeler,31183,2016,President,democrat,Hillary Clinton,62
Nebraska,Wheeler,31183,2016,President,republican,Donald Trump,377
Nebraska,York,31185,2000,President,democrat,Al Gore,1407
Nebraska,York,31185,2000,President,republican,George W. Bush,4816
Nebraska,York,31185,2004,President,democrat,John Kerry,1304
Nebraska,York,31185,2004,President,republican,George W. Bush,5393
Nebraska,York,31185,2008,President,democrat,Barack Obama,1607
Nebraska,York,31185,2008,President,republican,John McCain,4848
Nebraska,York,31185,2012,President,democrat,Barack Obama,1373
Nebraska,York,31185,2012,President,republican,Mitt Romney,4874
Nebraska,York,31185,2016,President,democrat,Hillary Clinton,1186
Nebraska,York,31185,2016,President,republican,Donald Trump,4700
Nevada,Carson City,32510,2000,President,democrat,Al Gore,7354
Nevada,Carson City,32510,2000,President,republican,George W. Bush,11084
Nevada,Carson City,32510,2004,President,democrat,John Kerry,9441
Nevada,Carson City,32510,2004,President,republican,George W. Bush,13171
Nevada,Carson City,32510,2008,President,democrat,Barack Obama,11623
Nevada,Carson City,32510,2008,President,republican,John McCain,11419
Nevada,Carson City,32510,2012,President,democrat,Barack Obama,10291
Nevada,Carson City,32510,2012,President,republican,Mitt Romney,12394
Nevada,Carson City,32510,2016,President,democrat,Hillary Clinton,9610
Nevada,Carson City,32510,2016,President,republican,Donald Trump,13125
Nevada,Churchill,32001,2000,President,democrat,Al Gore,2191
Nevada,Churchill,32001,2000,President,republican,George W. Bush,6237
Nevada,Churchill,32001,2004,President,democrat,John Kerry,2705
Nevada,Churchill,32001,2004,President,republican,George W. Bush,7335
Nevada,Churchill,32001,2008,President,democrat,Barack Obama,3494
Nevada,Churchill,32001,2008,President,republican,John McCain,6832
Nevada,Churchill,32001,2012,President,democrat,Barack Obama,2961
Nevada,Churchill,32001,2012,President,republican,Mitt Romney,7061
Nevada,Churchill,32001,2016,President,democrat,Hillary Clinton,2210
Nevada,Churchill,32001,2016,President,republican,Donald Trump,7830
Nevada,Clark,32003,2000,President,democrat,Al Gore,196100
Nevada,Clark,32003,2000,President,republican,George W. Bush,170932
Nevada,Clark,32003,2004,President,democrat,John Kerry,281767
Nevada,Clark,32003,2004,President,republican,George W. Bush,255337
Nevada,Clark,32003,2008,President,democrat,Barack Obama,380765
Nevada,Clark,32003,2008,President,republican,John McCain,257078
Nevada,Clark,32003,2012,President,democrat,Barack Obama,389936
Nevada,Clark,32003,2012,President,republican,Mitt Romney,289053
Nevada,Clark,32003,2016,President,democrat,Hillary Clinton,402227
Nevada,Clark,32003,2016,President,republican,Donald Trump,320057
Nevada,Douglas,32005,2000,President,democrat,Al Gore,5837
Nevada,Douglas,32005,2000,President,republican,George W. Bush,11193
Nevada,Douglas,32005,2004,President,democrat,John Kerry,8275
Nevada,Douglas,32005,2004,President,republican,George W. Bush,15192
Nevada,Douglas,32005,2008,President,democrat,Barack Obama,10672
Nevada,Douglas,32005,2008,President,republican,John McCain,14648
Nevada,Douglas,32005,2012,President,democrat,Barack Obama,9297
Nevada,Douglas,32005,2012,President,republican,Mitt Romney,16276
Nevada,Douglas,32005,2016,President,democrat,Hillary Clinton,8454
Nevada,Douglas,32005,2016,President,republican,Donald Trump,17415
Nevada,Elko,32007,2000,President,democrat,Al Gore,2542
Nevada,Elko,32007,2000,President,republican,George W. Bush,11025
Nevada,Elko,32007,2004,President,democrat,John Kerry,3050
Nevada,Elko,32007,2004,President,republican,George W. Bush,11938
Nevada,Elko,32007,2008,President,democrat,Barack Obama,4541
Nevada,Elko,32007,2008,President,republican,John McCain,10969
Nevada,Elko,32007,2012,President,democrat,Barack Obama,3511
Nevada,Elko,32007,2012,President,republican,Mitt Romney,12014
Nevada,Elko,32007,2016,President,democrat,Hillary Clinton,3401
Nevada,Elko,32007,2016,President,republican,Donald Trump,13551
Nevada,Esmeralda,32009,2000,President,democrat,Al Gore,116
Nevada,Esmeralda,32009,2000,President,republican,George W. Bush,333
Nevada,Esmeralda,32009,2004,President,democrat,John Kerry,99
Nevada,Esmeralda,32009,2004,President,republican,George W. Bush,367
Nevada,Esmeralda,32009,2008,President,democrat,Barack Obama,104
Nevada,Esmeralda,32009,2008,President,republican,John McCain,303
Nevada,Esmeralda,32009,2012,President,democrat,Barack Obama,92
Nevada,Esmeralda,32009,2012,President,republican,Mitt Romney,317
Nevada,Esmeralda,32009,2016,President,democrat,Hillary Clinton,65
Nevada,Esmeralda,32009,2016,President,republican,Donald Trump,329
Nevada,Eureka,32011,2000,President,democrat,Al Gore,150
Nevada,Eureka,32011,2000,President,republican,George W. Bush,632
Nevada,Eureka,32011,2004,President,democrat,John Kerry,144
Nevada,Eureka,32011,2004,President,republican,George W. Bush,571
Nevada,Eureka,32011,2008,President,democrat,Barack Obama,144
Nevada,Eureka,32011,2008,President,republican,John McCain,564
Nevada,Eureka,32011,2012,President,democrat,Barack Obama,107
Nevada,Eureka,32011,2012,President,republican,Mitt Romney,663
Nevada,Eureka,32011,2016,President,democrat,Hillary Clinton,74
Nevada,Eureka,32011,2016,President,republican,Donald Trump,723
Nevada,Humboldt,32013,2000,President,democrat,Al Gore,1128
Nevada,Humboldt,32013,2000,President,republican,George W. Bush,3638
Nevada,Humboldt,32013,2004,President,democrat,John Kerry,1361
Nevada,Humboldt,32013,2004,President,republican,George W. Bush,3896
Nevada,Humboldt,32013,2008,President,democrat,Barack Obama,1909
Nevada,Humboldt,32013,2008,President,republican,John McCain,3586
Nevada,Humboldt,32013,2012,President,democrat,Barack Obama,1737
Nevada,Humboldt,32013,2012,President,republican,Mitt Romney,3810
Nevada,Humboldt,32013,2016,President,democrat,Hillary Clinton,1386
Nevada,Humboldt,32013,2016,President,republican,Donald Trump,4521
Nevada,Lander,32015,2000,President,democrat,Al Gore,395
Nevada,Lander,32015,2000,President,republican,George W. Bush,1619
Nevada,Lander,32015,2004,President,democrat,John Kerry,414
Nevada,Lander,32015,2004,President,republican,George W. Bush,1602
Nevada,Lander,32015,2008,President,democrat,Barack Obama,577
Nevada,Lander,32015,2008,President,republican,John McCain,1466
Nevada,Lander,32015,2012,President,democrat,Barack Obama,534
Nevada,Lander,32015,2012,President,republican,Mitt Romney,1580
Nevada,Lander,32015,2016,President,democrat,Hillary Clinton,403
Nevada,Lander,32015,2016,President,republican,Donald Trump,1828
Nevada,Lincoln,32017,2000,President,democrat,Al Gore,461
Nevada,Lincoln,32017,2000,President,republican,George W. Bush,1372
Nevada,Lincoln,32017,2004,President,democrat,John Kerry,418
Nevada,Lincoln,32017,2004,President,republican,George W. Bush,1579
Nevada,Lincoln,32017,2008,President,democrat,Barack Obama,518
Nevada,Lincoln,32017,2008,President,republican,John McCain,1498
Nevada,Lincoln,32017,2012,President,democrat,Barack Obama,400
Nevada,Lincoln,32017,2012,President,republican,Mitt Romney,1691
Nevada,Lincoln,32017,2016,President,democrat,Hillary Clinton,285
Nevada,Lincoln,32017,2016,President,republican,Donald Trump,1671
Nevada,Lyon,32019,2000,President,democrat,Al Gore,3955
Nevada,Lyon,32019,2000,President,republican,George W. Bush,7270
Nevada,Lyon,32019,2004,President,democrat,John Kerry,5637
Nevada,Lyon,32019,2004,President,republican,George W. Bush,11136
Nevada,Lyon,32019,2008,President,democrat,Barack Obama,8405
Nevada,Lyon,32019,2008,President,republican,John McCain,12154
Nevada,Lyon,32019,2012,President,democrat,Barack Obama,7380
Nevada,Lyon,32019,2012,President,republican,Mitt Romney,13520
Nevada,Lyon,32019,2016,President,democrat,Hillary Clinton,6146
Nevada,Lyon,32019,2016,President,republican,Donald Trump,16005
Nevada,Mineral,32021,2000,President,democrat,Al Gore,916
Nevada,Mineral,32021,2000,President,republican,George W. Bush,1227
Nevada,Mineral,32021,2004,President,democrat,John Kerry,931
Nevada,Mineral,32021,2004,President,republican,George W. Bush,1336
Nevada,Mineral,32021,2008,President,democrat,Barack Obama,1082
Nevada,Mineral,32021,2008,President,republican,John McCain,1131
Nevada,Mineral,32021,2012,President,democrat,Barack Obama,863
Nevada,Mineral,32021,2012,President,republican,Mitt Romney,1080
Nevada,Mineral,32021,2016,President,democrat,Hillary Clinton,637
Nevada,Mineral,32021,2016,President,republican,Donald Trump,1179
Nevada,Nye,32023,2000,President,democrat,Al Gore,4525
Nevada,Nye,32023,2000,President,republican,George W. Bush,6904
Nevada,Nye,32023,2004,President,democrat,John Kerry,5616
Nevada,Nye,32023,2004,President,republican,George W. Bush,8487
Nevada,Nye,32023,2008,President,democrat,Barack Obama,7226
Nevada,Nye,32023,2008,President,republican,John McCain,9537
Nevada,Nye,32023,2012,President,democrat,Barack Obama,6320
Nevada,Nye,32023,2012,President,republican,Mitt Romney,10566
Nevada,Nye,32023,2016,President,democrat,Hillary Clinton,5094
Nevada,Nye,32023,2016,President,republican,Donald Trump,13324
Nevada,Pershing,32027,2000,President,democrat,Al Gore,476
Nevada,Pershing,32027,2000,President,republican,George W. Bush,1221
Nevada,Pershing,32027,2004,President,democrat,John Kerry,538
Nevada,Pershing,32027,2004,President,republican,George W. Bush,1341
Nevada,Pershing,32027,2008,President,democrat,Barack Obama,673
Nevada,Pershing,32027,2008,President,republican,John McCain,1075
Nevada,Pershing,32027,2012,President,democrat,Barack Obama,632
Nevada,Pershing,32027,2012,President,republican,Mitt Romney,1167
Nevada,Pershing,32027,2016,President,democrat,Hillary Clinton,430
Nevada,Pershing,32027,2016,President,republican,Donald Trump,1403
Nevada,Storey,32029,2000,President,democrat,Al Gore,666
Nevada,Storey,32029,2000,President,republican,George W. Bush,1014
Nevada,Storey,32029,2004,President,democrat,John Kerry,871
Nevada,Storey,32029,2004,President,republican,George W. Bush,1253
Nevada,Storey,32029,2008,President,democrat,Barack Obama,1102
Nevada,Storey,32029,2008,President,republican,John McCain,1247
Nevada,Storey,32029,2012,President,democrat,Barack Obama,920
Nevada,Storey,32029,2012,President,republican,Mitt Romney,1321
Nevada,Storey,32029,2016,President,democrat,Hillary Clinton,752
Nevada,Storey,32029,2016,President,republican,Donald Trump,1616
Nevada,Washoe,32031,2000,President,democrat,Al Gore,52097
Nevada,Washoe,32031,2000,President,republican,George W. Bush,63640
Nevada,Washoe,32031,2004,President,democrat,John Kerry,74841
Nevada,Washoe,32031,2004,President,republican,George W. Bush,81545
Nevada,Washoe,32031,2008,President,democrat,Barack Obama,99671
Nevada,Washoe,32031,2008,President,republican,John McCain,76880
Nevada,Washoe,32031,2012,President,democrat,Barack Obama,95409
Nevada,Washoe,32031,2012,President,republican,Mitt Romney,88453
Nevada,Washoe,32031,2016,President,democrat,Hillary Clinton,97379
Nevada,Washoe,32031,2016,President,republican,Donald Trump,94758
Nevada,White Pine,32033,2000,President,democrat,Al Gore,1069
Nevada,White Pine,32033,2000,President,republican,George W. Bush,2234
Nevada,White Pine,32033,2004,President,democrat,John Kerry,1082
Nevada,White Pine,32033,2004,President,republican,George W. Bush,2604
Nevada,White Pine,32033,2008,President,democrat,Barack Obama,1230
Nevada,White Pine,32033,2008,President,republican,John McCain,2440
Nevada,White Pine,32033,2012,President,democrat,Barack Obama,983
Nevada,White Pine,32033,2012,President,republican,Mitt Romney,2601
Nevada,White Pine,32033,2016,President,democrat,Hillary Clinton,707
Nevada,White Pine,32033,2016,President,republican,Donald Trump,2723
New Hampshire,Belknap,33001,2000,President,democrat,Al Gore,10719
New Hampshire,Belknap,33001,2000,President,republican,George W. Bush,14799
New Hampshire,Belknap,33001,2004,President,democrat,John Kerry,14080
New Hampshire,Belknap,33001,2004,President,republican,George W. Bush,17920
New Hampshire,Belknap,33001,2008,President,democrat,Barack Obama,16796
New Hampshire,Belknap,33001,2008,President,republican,John McCain,16402
New Hampshire,Belknap,33001,2012,President,democrat,Barack Obama,15890
New Hampshire,Belknap,33001,2012,President,republican,Mitt Romney,17571
New Hampshire,Belknap,33001,2016,President,democrat,Hillary Clinton,13517
New Hampshire,Belknap,33001,2016,President,republican,Donald Trump,19315
New Hampshire,Carroll,33003,2000,President,democrat,Al Gore,9852
New Hampshire,Carroll,33003,2000,President,republican,George W. Bush,12597
New Hampshire,Carroll,33003,2004,President,democrat,John Kerry,13319
New Hampshire,Carroll,33003,2004,President,republican,George W. Bush,14614
New Hampshire,Carroll,33003,2008,President,democrat,Barack Obama,15221
New Hampshire,Carroll,33003,2008,President,republican,John McCain,13387
New Hampshire,Carroll,33003,2012,President,democrat,Barack Obama,13977
New Hampshire,Carroll,33003,2012,President,republican,Mitt Romney,14207
New Hampshire,Carroll,33003,2016,President,democrat,Hillary Clinton,12987
New Hampshire,Carroll,33003,2016,President,republican,Donald Trump,14635
New Hampshire,Cheshire,33005,2000,President,democrat,Al Gore,17382
New Hampshire,Cheshire,33005,2000,President,republican,George W. Bush,13793
New Hampshire,Cheshire,33005,2004,President,democrat,John Kerry,24438
New Hampshire,Cheshire,33005,2004,President,republican,George W. Bush,16463
New Hampshire,Cheshire,33005,2008,President,democrat,Barack Obama,26971
New Hampshire,Cheshire,33005,2008,President,republican,John McCain,15205
New Hampshire,Cheshire,33005,2012,President,democrat,Barack Obama,25380
New Hampshire,Cheshire,33005,2012,President,republican,Mitt Romney,15156
New Hampshire,Cheshire,33005,2016,President,democrat,Hillary Clinton,22064
New Hampshire,Cheshire,33005,2016,President,republican,Donald Trump,16876
New Hampshire,Coos,33007,2000,President,democrat,Al Gore,6570
New Hampshire,Coos,33007,2000,President,republican,George W. Bush,7329
New Hampshire,Coos,33007,2004,President,democrat,John Kerry,8585
New Hampshire,Coos,33007,2004,President,republican,George W. Bush,8143
New Hampshire,Coos,33007,2008,President,democrat,Barack Obama,9532
New Hampshire,Coos,33007,2008,President,republican,John McCain,6558
New Hampshire,Coos,33007,2012,President,democrat,Barack Obama,9095
New Hampshire,Coos,33007,2012,President,republican,Mitt Romney,6342
New Hampshire,Coos,33007,2016,President,democrat,Hillary Clinton,6563
New Hampshire,Coos,33007,2016,President,republican,Donald Trump,7952
New Hampshire,Grafton,33009,2000,President,democrat,Al Gore,18326
New Hampshire,Grafton,33009,2000,President,republican,George W. Bush,18092
New Hampshire,Grafton,33009,2004,President,democrat,John Kerry,26180
New Hampshire,Grafton,33009,2004,President,republican,George W. Bush,20277
New Hampshire,Grafton,33009,2008,President,democrat,Barack Obama,31446
New Hampshire,Grafton,33009,2008,President,republican,John McCain,17687
